web_scraper_order,web_scraper_start_url,container_chien,Nom,Prix,Adresse,Image_lien
"1771110590-101","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584","Chiot femelle cane corso","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg"
"1771110592-102","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-5302773","Chiot","380 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5644579_uploaded_image1_1764272051.jpg"
"1771110595-103","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5303725","Chiot Pitbull Terrier","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5303725_uploaded_image1_1745943692.jpg"
"1771110598-104","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/vente-berger-femelle-5305053","Vente Berger Femelle","400 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg"
"1771110601-105","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5316749","Chiots Labradors","120 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg"
"1771110605-106","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080","Chiot Berger allemand","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771110608-107","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-cavalier-king-5319622","Chiot Cavalier king","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5319622_uploaded_image1_1746790053.jpg"
"1771110612-108","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351","Chiot Rotweiller","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg"
"1771110616-109","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5321695","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg"
"1771110619-110","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5321857","Chiot Bichon","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321857_uploaded_image1_1746909799.jpg"
"1771110623-111","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5322117","Chiot Husky","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg"
"1771110626-112","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-5323434","Chiot Rottweiller","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg"
"1771110630-113","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5326102","Chiot Bichon Maltais","115 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg"
"1771110633-114","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-5326291","Chiot Spitz Nain","800 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg"
"1771110636-115","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499","Chiot Bichon Havanais","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498808_uploaded_image1_1756485463.jpg"
"1771110639-116","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5328800","Chiot Husky","300 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg"
"1771110643-117","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chien-de-salon-5332506","Chien de salon","150 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg"
"1771110646-118","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5335882","Chiot Pitbull Terrier","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5512296_uploaded_image1_1757182867.jpg"
"1771110650-119","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5336125","Chiot Berger Allemand","250 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg"
"1771110653-120","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-boerboul-5338244","Chiot Boerboul","275 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg"
"1771110656-121","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5340528","Berger Allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg"
"1771110665-122","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5341165","Chiots Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5628892_uploaded_image1_1763507006.jpg"
"1771110671-123","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chien-5341402","Chien","130 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg"
"1771110675-124","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514","Chiots Husky","300 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg"
"1771110679-125","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744","Chiots Berger Allemand","175 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg"
"1771110683-126","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266","Chiot Américain","200 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg"
"1771110688-127","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal",""
"1771110692-128","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093","Chiots bichon","200 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg"
"1771110695-129","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616","Husky et Rotweiller","300 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg"
"1771110700-130","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-malamute-pure-5368072","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368072_uploaded_image1_1749564175.jpg"
"1771110703-131","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933","Chiot Berger allemand","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg"
"1771110739-132","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563010_uploaded_image1_1759844917.jpg"
"1771110742-133","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547","Chiots Bichons Maltais","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5713394_uploaded_image1_1768013303.jpg"
"1771110746-134","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862","Chiot Berger malinois","300 000 CFA","Rufisque, Sénégal",""
"1771110749-135","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417","Chiot Husky male","350 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1771110752-136","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289","Berger Malinois Métis","200 000 CFA","Sacré-Coeur, Dakar, Sénégal",""
"1771110756-137","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397530","Chiot Husky","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg"
"1771110759-138","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542","Chiot Husky","300 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5397542_uploaded_image1_1751222051.jpg"
"1771110763-139","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421","Chiots Cane Corso","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5400421_uploaded_image1_1751373309.jpg"
"1771110770-140","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5425744","Chiot Berger allemand","170 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5439144_uploaded_image1_1753362359.jpg"
"1771110775-141","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827","Chien Boerboell","650 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386827_uploaded_image1_1750610656.jpg"
"1771110786-142","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/bichon-maltaise-5386842","Bichon maltaise","150 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5386842_uploaded_image1_1750611237.jpg"
"1771110789-143","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5387119","Chiot Berger Allemand","150 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5387119_uploaded_image2_1750623407.jpeg"
"1771110792-144","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5429666","Chiots Berger allemand","180 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5429666_uploaded_image1_1752845223.jpg"
"1771110795-145","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltes-5435956","Chiot Bichon maltes","180 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5435956_uploaded_image1_1753216215.jpg"
"1771110826-146","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5453153","Chiot Rottweiler","290 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1771110829-147","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-de-parents-importes-de-bordeaux-france-5455656","Chiots malinois de parents importés de bordeaux france","250 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5455656_uploaded_image1_1754152274.jpg"
"1771110832-148","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5456601","Chiot Husky","350 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5456601_uploaded_image1_1754217248.jpg"
"1771110835-149","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5462776","Chiot Malinois","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg"
"1771110839-150","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463567","Chiots Berger allemend","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg"
"1771110844-151","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463584","Chiots Berger allemend","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5463591_uploaded_image1_1754561119.jpg"
"1771110847-152","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-berger-5463591","Chiots Berger","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg"
"1771110850-153","https://sn.coinafrique.com/categorie/chiens?page=2","https://sn.coinafrique.com/annonce/chiens/chiots-spizt-5464950","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671563_uploaded_image1_1765674976.jpg"
"1771110859-154","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-hamster-syrien-5465432","Chiot Hamster syrien","5 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465432_uploaded_image1_1754648750.jpg"
"1771110862-155","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chat-siamois-5465444","Chat siamois","100 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5465444_uploaded_image1_1754649176.jpg"
"1771110866-156","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5466408","Chiots Berger Allemand","150 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5466408_uploaded_image1_1754682101.jpg"
"1771110870-157","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5467125","Chiot Berger allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771110873-158","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5468013","Chiot Malinois","250 000 CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_5468013_uploaded_image1_1754773485.jpg"
"1771110877-159","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichons-male-5431028","bichons mâle","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg"
"1771110880-160","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5474603","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg"
"1771110884-161","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5480457","Chiot Rottweiler","300 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1771110887-162","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-noir-5482763","Bichon noir","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5482763_uploaded_image1_1755623884.jpg"
"1771110890-163","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5486097","Chiot Rottweiler","400 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1771110894-164","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5487110","Chiots Berger Allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771110898-165","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chien-bichons-5489184","Chien  bichons","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5489184_uploaded_image1_1755926050.jpg"
"1771110902-166","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489540","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1771110906-167","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489586","Chiots Labradors","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1771110910-168","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-grand-gabarit-5490358","Chiot Berger allemand grand gabarit","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771110913-169","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5491012","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5491012_uploaded_image1_1756047419.jpg"
"1771110917-170","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5492262","Chiots Berger Allemand","200 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5735854_uploaded_image1_1769103978.jpg"
"1771110921-171","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-havanais-5498808","Chiots Bichons Havanais","130 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5498808_uploaded_image1_1756485463.jpg"
"1771110924-172","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5506845","Chiot Malinois","250 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5506845_uploaded_image1_1756907976.jpg"
"1771110928-173","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5507784","Chiot Berger allemand","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771110931-174","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5512296","Chiot Pitbull","150 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1771110934-175","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-5516813","Chiot","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg"
"1771110937-176","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5521237","Chiot Bichon","200 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5521237_uploaded_image1_1757636811.jpg"
"1771110941-177","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5524392","Chiot Rottweiler","250 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5524392_uploaded_image1_1757805590.jpg"
"1771110945-178","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5524610","Chiot  Husky","350 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524610_uploaded_image1_1757831632.jpg"
"1771110948-179","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708","Chiot Boerboel","375 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524708_uploaded_image1_1757840142.jpg"
"1771110953-180","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528337","Chiot pitbull","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1771110956-181","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528346","Chiot pitbull","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1771110960-182","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/husky-pur-sang-femelle-5528570","Husky pur sang femelle","250 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5528570_uploaded_image1_1758035685.jpg"
"1771110963-183","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-5530652","Chiot Bichon nain","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5530652_uploaded_image1_1758128841.jpg"
"1771110967-184","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/croquettes-pour-chiens-5537867","Croquettes pour chiens","28 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5537867_uploaded_image1_1758544788.jpg"
"1771110974-185","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-5540468","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540468_uploaded_image1_1758664107.jpg"
"1771110989-186","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5550994","Chiot Labrador","450 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1771110993-187","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5560003","Chiots Berger Allemand","130 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5560003_uploaded_image1_1759693627.jpg"
"1771111002-188","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-5565180","Chiot Presa Canario","650 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5617572_uploaded_image1_1762928156.jpg"
"1771111005-189","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-frise-5572179","Bichon Maltais frisé","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5572179_uploaded_image1_1760379385.jpg"
"1771111009-190","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5575546","Chiot Berger Allemand","250 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5575546_uploaded_image1_1760547251.jpg"
"1771111012-191","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-american-5579814","Chiot American","170 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5579814_uploaded_image1_1760778039.jpg"
"1771111016-192","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5599056","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5599056_uploaded_image1_1761928314.jpg"
"1771111019-193","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5601862","Chiot Bichon maltais","125 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5601862_uploaded_image1_1762106679.jpg"
"1771111023-194","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5603738","Chiot Labrador","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5603738_uploaded_image1_1762199868.jpg"
"1771111026-195","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-tricolor-5610458","Chiot Pitbull Tricolor","120 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5610458_uploaded_image1_1762521942.jpg"
"1771111031-196","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-5613212","Chiot","60 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5613212_uploaded_image1_1762713775.jpg"
"1771111034-197","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-5616008","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616008_uploaded_image1_1762860338.jpg"
"1771111037-198","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiots-border-collie-5616729","Chiots Border Collie","140 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616729_uploaded_image1_1762882207.jpg"
"1771111044-199","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5616738","Chiot Malinois","125 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5616738_uploaded_image1_1762882607.jpg"
"1771111048-200","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/parfum-presa-canario-5617572","Parfum Presa Canario","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5617572_uploaded_image1_1762928156.jpg"
"1771111052-201","https://sn.coinafrique.com/categorie/chiens?page=1","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5621149","Chiot Husky","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5729912_uploaded_image1_1768887074.jpg"
